county_code,sector_desc,week_ending,county_ansi,state_ansi,CV (%),reference_period_desc,Value,state_name,end_code,freq_desc,agg_level_desc,short_desc,asd_code,class_desc,domain_desc,congr_district_code,watershed_code,util_practice_desc,state_fips_code,country_name,prodn_practice_desc,watershed_desc,region_desc,domaincat_desc,year,statisticcat_desc,zip_5,asd_desc,source_desc,commodity_desc,unit_desc,begin_code,state_alpha,country_code,location_desc,load_time,group_desc,county_name
179,ECONOMICS,,179,21,41.1,YEAR,49,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,30,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,CENTRAL,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, CENTRAL, NELSON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,NELSON
207,ECONOMICS,,207,21,41.1,YEAR,42,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,30,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,CENTRAL,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, CENTRAL, RUSSELL",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,RUSSELL
217,ECONOMICS,,217,21,41.1,YEAR,61,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,30,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,CENTRAL,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, CENTRAL, TAYLOR",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,TAYLOR
227,ECONOMICS,,227,21,41.1,YEAR,97,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,30,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,CENTRAL,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, CENTRAL, WARREN",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,WARREN
015,ECONOMICS,,015,21,41.1,YEAR,59,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, BOONE",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BOONE
023,ECONOMICS,,023,21,41.1,YEAR,46,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, BRACKEN",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BRACKEN
037,ECONOMICS,,037,21,41.1,YEAR,28,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, CAMPBELL",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,CAMPBELL
041,ECONOMICS,,041,21,41.1,YEAR,22,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, CARROLL",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,CARROLL
077,ECONOMICS,,077,21,41.1,YEAR,14,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, GALLATIN",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,GALLATIN
081,ECONOMICS,,081,21,41.1,YEAR,57,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, GRANT",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,GRANT
103,ECONOMICS,,103,21,41.1,YEAR,56,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, HENRY",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,HENRY
117,ECONOMICS,,117,21,41.1,YEAR,18,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, KENTON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,KENTON
185,ECONOMICS,,185,21,41.1,YEAR,19,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, OLDHAM",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,OLDHAM
187,ECONOMICS,,187,21,41.1,YEAR,58,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, OWEN",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,OWEN
191,ECONOMICS,,191,21,41.1,YEAR,76,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, PENDLETON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,PENDLETON
223,ECONOMICS,,223,21,41.1,YEAR,23,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,40,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,NORTHERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, NORTHERN, TRIMBLE",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,TRIMBLE
005,ECONOMICS,,005,21,41.1,YEAR,46,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, ANDERSON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,ANDERSON
011,ECONOMICS,,011,21,41.1,YEAR,57,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, BATH",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BATH
017,ECONOMICS,,017,21,41.1,YEAR,38,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, BOURBON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BOURBON
021,ECONOMICS,,021,21,41.1,YEAR,23,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, BOYLE",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BOYLE
049,ECONOMICS,,049,21,41.1,YEAR,49,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, CLARK",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,CLARK
067,ECONOMICS,,067,21,41.1,YEAR,21,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, FAYETTE",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,FAYETTE
069,ECONOMICS,,069,21,41.1,YEAR,98,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, FLEMING",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,FLEMING
073,ECONOMICS,,073,21,41.1,YEAR,40,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, FRANKLIN",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,FRANKLIN
079,ECONOMICS,,079,21,41.1,YEAR,42,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, GARRARD",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,GARRARD
097,ECONOMICS,,097,21,41.1,YEAR,81,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, HARRISON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,HARRISON
113,ECONOMICS,,113,21,41.1,YEAR,21,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, JESSAMINE",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,JESSAMINE
137,ECONOMICS,,137,21,41.1,YEAR,64,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, LINCOLN",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,LINCOLN
151,ECONOMICS,,151,21,41.1,YEAR,71,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, MADISON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,MADISON
161,ECONOMICS,,161,21,41.1,YEAR,75,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, MASON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,MASON
167,ECONOMICS,,167,21,41.1,YEAR,73,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, MERCER",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,MERCER
173,ECONOMICS,,173,21,41.1,YEAR,35,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, MONTGOMERY",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,MONTGOMERY
181,ECONOMICS,,181,21,41.1,YEAR,33,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, NICHOLAS",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,NICHOLAS
201,ECONOMICS,,201,21,41.1,YEAR,27,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, ROBERTSON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,ROBERTSON
209,ECONOMICS,,209,21,41.1,YEAR,37,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, SCOTT",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,SCOTT
211,ECONOMICS,,211,21,41.1,YEAR,93,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, SHELBY",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,SHELBY
215,ECONOMICS,,215,21,41.1,YEAR,34,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, SPENCER",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,SPENCER
229,ECONOMICS,,229,21,41.1,YEAR,58,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, WASHINGTON",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,WASHINGTON
239,ECONOMICS,,239,21,41.1,YEAR,28,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,50,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,BLUEGRASS,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, BLUEGRASS, WOODFORD",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,WOODFORD
013,ECONOMICS,,013,21,41.1,YEAR,4,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, BELL",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BELL
019,ECONOMICS,,019,21,41.1,YEAR,16,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, BOYD",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BOYD
025,ECONOMICS,,025,21,41.1,YEAR,5,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, BREATHITT",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,BREATHITT
043,ECONOMICS,,043,21,41.1,YEAR,73,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, CARTER",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,CARTER
051,ECONOMICS,,051,21,41.1,YEAR,18,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, CLAY",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,CLAY
063,ECONOMICS,,063,21,41.1,YEAR,36,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, ELLIOTT",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,ELLIOTT
065,ECONOMICS,,065,21,41.1,YEAR,34,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, ESTILL",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,ESTILL
071,ECONOMICS,,071,21,41.1,YEAR,12,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, FLOYD",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,FLOYD
089,ECONOMICS,,089,21,41.1,YEAR,48,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (140 TO 179 ACRES),2017,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, GREENUP",2018-02-01 00:00:00.000,FARMS & LAND & ASSETS,GREENUP
